file,topic,topic_name,level,question,answer
t08_b.md,t08,Размножение. Рост и развитие,Базовый,27,D
t08_b.md,t08,Размножение. Рост и развитие,Базовый,28,A
t08_b.md,t08,Размножение. Рост и развитие,Базовый,29,C
t08_b.md,t08,Размножение. Рост и развитие,Базовый,30,A
t08_b.md,t08,Размножение. Рост и развитие,Базовый,31,AC
t08_b.md,t08,Размножение. Рост и развитие,Базовый,32,BD
t08_b.md,t08,Размножение. Рост и развитие,Базовый,33,AB
t08_b.md,t08,Размножение. Рост и развитие,Базовый,34,BC
t08_b.md,t08,Размножение. Рост и развитие,Базовый,35,AD
t08_b.md,t08,Размножение. Рост и развитие,Базовый,36,1-A; 2-D; 3-C; 4-B
t08_b.md,t08,Размножение. Рост и развитие,Базовый,37,1-A; 2-B; 3-C; 4-D
t08_b.md,t08,Размножение. Рост и развитие,Базовый,38,1-D; 2-A; 3-C; 4-B
t08_b.md,t08,Размножение. Рост и развитие,Базовый,39,1-C; 2-A; 3-D; 4-B
t08_b.md,t08,Размножение. Рост и развитие,Базовый,40,1-B; 2-A; 3-D; 4-C
t08_m.md,t08,Размножение. Рост и развитие,Средний,1,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,2,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,3,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,4,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,5,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,6,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,7,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,8,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,9,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,10,A
t08_m.md,t08,Размножение. Рост и развитие,Средний,11,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,12,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,13,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,14,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,15,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,16,A
t08_m.md,t08,Размножение. Рост и развитие,Средний,17,D
t08_m.md,t08,Размножение. Рост и развитие,Средний,18,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,19,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,20,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,21,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,22,A
t08_m.md,t08,Размножение. Рост и развитие,Средний,23,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,24,A
t08_m.md,t08,Размножение. Рост и развитие,Средний,25,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,26,D
t08_m.md,t08,Размножение. Рост и развитие,Средний,27,D
t08_m.md,t08,Размножение. Рост и развитие,Средний,28,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,29,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,30,A
t08_m.md,t08,Размножение. Рост и развитие,Средний,31,BC
t08_m.md,t08,Размножение. Рост и развитие,Средний,32,AD
t08_m.md,t08,Размножение. Рост и развитие,Средний,33,CD
t08_m.md,t08,Размножение. Рост и развитие,Средний,34,BD
t08_m.md,t08,Размножение. Рост и развитие,Средний,35,BD
t08_m.md,t08,Размножение. Рост и развитие,Средний,36,1-C; 2-A; 3-D; 4-B
t08_m.md,t08,Размножение. Рост и развитие,Средний,37,1-A; 2-C; 3-D; 4-B
t08_m.md,t08,Размножение. Рост и развитие,Средний,38,1-C; 2-B; 3-D; 4-A
t08_m.md,t08,Размножение. Рост и развитие,Средний,39,1-B; 2-A; 3-D; 4-C
t08_m.md,t08,Размножение. Рост и развитие,Средний,40,1-D; 2-A; 3-B; 4-C
t08_h.md,t08,Размножение. Рост и развитие,Высокий,1,B
t08_h.md,t08,Размножение. Рост и развитие,Высокий,2,A
t08_h.md,t08,Размножение. Рост и развитие,Высокий,3,C
t08_h.md,t08,Размножение. Рост и развитие,Высокий,4,C
t08_h.md,t08,Размножение. Рост и развитие,Высокий,5,D
t08_h.md,t08,Размножение. Рост и развитие,Высокий,6,A
t08_h.md,t08,Размножение. Рост и развитие,Высокий,7,B
t08_h.md,t08,Размножение. Рост и развитие,Высокий,8,B
t08_h.md,t08,Размножение. Рост и развитие,Высокий,9,B
t08_h.md,t08,Размножение. Рост и развитие,Высокий,10,C
t08_h.md,t08,Размножение. Рост и развитие,Высокий,11,D
t08_h.md,t08,Размножение. Рост и развитие,Высокий,12,B
t08_h.md,t08,Размножение. Рост и развитие,Высокий,13,C
t08_h.md,t08,Размножение. Рост и развитие,Высокий,14,C
t08_h.md,t08,Размножение. Рост и развитие,Высокий,15,A
t08_h.md,t08,Размножение. Рост и развитие,Высокий,16,D
t08_h.md,t08,Размножение. Рост и развитие,Высокий,17,C
t08_h.md,t08,Размножение. Рост и развитие,Высокий,18,B
t08_h.md,t08,Размножение. Рост и развитие,Высокий,19,D
t08_h.md,t08,Размножение. Рост и развитие,Высокий,20,A
t08_h.md,t08,Размножение. Рост и развитие,Высокий,21,D
t08_h.md,t08,Размножение. Рост и развитие,Высокий,22,D
t08_h.md,t08,Размножение. Рост и развитие,Высокий,23,D
t08_h.md,t08,Размножение. Рост и развитие,Высокий,24,C
t08_h.md,t08,Размножение. Рост и развитие,Высокий,25,A
t08_h.md,t08,Размножение. Рост и развитие,Высокий,26,C
t08_h.md,t08,Размножение. Рост и развитие,Высокий,27,D
t08_h.md,t08,Размножение. Рост и развитие,Высокий,28,C
t08_h.md,t08,Размножение. Рост и развитие,Высокий,29,B
t08_h.md,t08,Размножение. Рост и развитие,Высокий,30,A
t08_h.md,t08,Размножение. Рост и развитие,Высокий,31,BC
t08_h.md,t08,Размножение. Рост и развитие,Высокий,32,AB
t08_h.md,t08,Размножение. Рост и развитие,Высокий,33,BD
t08_h.md,t08,Размножение. Рост и развитие,Высокий,34,CD
t08_h.md,t08,Размножение. Рост и развитие,Высокий,35,BD
t08_h.md,t08,Размножение. Рост и развитие,Высокий,36,1-B; 2-C; 3-A; 4-D
t08_h.md,t08,Размножение. Рост и развитие,Высокий,37,1-D; 2-C; 3-A; 4-B
t08_h.md,t08,Размножение. Рост и развитие,Высокий,38,1-A; 2-D; 3-C; 4-B
t08_h.md,t08,Размножение. Рост и развитие,Высокий,39,1-A; 2-C; 3-B; 4-D
t08_h.md,t08,Размножение. Рост и развитие,Высокий,40,1-A; 2-B; 3-D; 4-C
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,1,B
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,2,B
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,3,B
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,4,D
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,5,C
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,6,A
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,7,A
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,8,B
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,9,A
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,10,D
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,11,D
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,12,C
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,13,B
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,14,A
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,15,C
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,16,C
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,17,B
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,18,C
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,19,D
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,20,B
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,21,D
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,22,A
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,23,A
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,24,D
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,25,D
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,26,D
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,27,C
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,28,D
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,29,C
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,30,A
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,31,AC
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,32,CD
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,33,BC
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,34,AB
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,35,AD
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,36,1-D; 2-A; 3-B; 4-C
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,37,1-D; 2-C; 3-A; 4-B
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,38,1-D; 2-B; 3-C; 4-A
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,39,1-B; 2-C; 3-D; 4-A
t09_b.md,t09,Клеточный цикл. Клеточная биология,Базовый,40,1-C; 2-B; 3-D; 4-A
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,1,B
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,2,C
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,3,A
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,4,D
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,5,C
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,6,B
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,7,C
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,8,D
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,9,C
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,10,D
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,11,C
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,12,A
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,13,D
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,14,A
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,15,A
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,16,C
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,17,A
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,18,A
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,19,B
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,20,D
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,21,C
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,22,C
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,23,A
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,24,C
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,25,A
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,26,D
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,27,C
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,28,D
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,29,D
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,30,B
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,31,BC
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,32,AC
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,33,AC
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,34,BD
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,35,BD
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,36,1-B; 2-C; 3-A; 4-D
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,37,1-B; 2-A; 3-C; 4-D
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,38,1-A; 2-D; 3-C; 4-B
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,39,1-D; 2-C; 3-A; 4-B
t09_m.md,t09,Клеточный цикл. Клеточная биология,Средний,40,1-B; 2-A; 3-D; 4-C
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,1,D
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,2,D
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,3,D
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,4,A
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,5,A
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,6,C
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,7,B
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,8,A
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,9,D
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,10,D
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,11,D
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,12,A
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,13,B
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,14,B
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,15,A
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,16,B
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,17,B
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,18,A
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,19,C
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,20,B
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,21,C
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,22,B
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,23,B
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,24,A
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,25,C
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,26,D
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,27,D
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,28,C
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,29,B
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,30,D
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,31,CD
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,32,CD
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,33,AC
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,34,AB
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,35,AD
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,36,1-D; 2-B; 3-A; 4-C
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,37,1-C; 2-A; 3-B; 4-D
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,38,1-D; 2-B; 3-C; 4-A
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,39,1-A; 2-C; 3-D; 4-B
t09_h.md,t09,Клеточный цикл. Клеточная биология,Высокий,40,1-C; 2-A; 3-D; 4-B
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,1,B
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,2,B
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,3,A
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,4,C
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,5,A
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,6,C
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,7,C
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,8,B
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,9,B
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,10,A
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,11,D
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,12,B
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,13,D
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,14,A
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,15,A
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,16,D
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,17,C
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,18,A
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,19,D
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,20,D
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,21,C
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,22,D
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,23,B
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,24,C
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,25,D
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,26,C
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,27,A
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,28,D
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,29,D
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,30,B
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,31,AD
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,32,AD
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,33,AB
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,34,AC
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,35,BD
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,36,1-C; 2-A; 3-D; 4-B
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,37,1-D; 2-B; 3-C; 4-A
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,38,1-D; 2-A; 3-B; 4-C
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,39,1-A; 2-D; 3-B; 4-C
t10_b.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Базовый,40,1-B; 2-C; 3-D; 4-A
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,1,B
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,2,C
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,3,B
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,4,A
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,5,A
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,6,B
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,7,C
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,8,D
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,9,B
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,10,D
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,11,D
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,12,D
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,13,C
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,14,C
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,15,A
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,16,A
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,17,A
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,18,B
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,19,C
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,20,A
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,21,C
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,22,D
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,23,B
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,24,B
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,25,D
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,26,D
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,27,D
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,28,D
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,29,B
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,30,D
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,31,AB
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,32,AD
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,33,AD
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,34,CD
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,35,BD
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,36,1-D; 2-B; 3-A; 4-C
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,37,1-A; 2-B; 3-D; 4-C
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,38,1-A; 2-B; 3-C; 4-D
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,39,1-A; 2-C; 3-D; 4-B
t10_m.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Средний,40,1-D; 2-B; 3-C; 4-A
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,1,A
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,2,D
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,3,A
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,4,B
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,5,A
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,6,D
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,7,D
