file,topic,topic_name,level,question,answer
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,8,A
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,9,D
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,10,B
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,11,D
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,12,C
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,13,A
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,14,B
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,15,D
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,16,C
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,17,A
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,18,B
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,19,A
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,20,C
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,21,D
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,22,D
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,23,C
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,24,C
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,25,D
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,26,C
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,27,B
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,28,C
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,29,D
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,30,A
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,31,AC
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,32,BD
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,33,AB
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,34,AC
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,35,AC
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,36,1-D; 2-A; 3-C; 4-B
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,37,1-B; 2-A; 3-C; 4-D
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,38,1-D; 2-B; 3-C; 4-A
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,39,1-B; 2-D; 3-C; 4-A
t10_h.md,t10,Закономерности наследственности и изменчивости. Основы селекции,Высокий,40,1-A; 2-B; 3-D; 4-C
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,1,A
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,2,A
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,3,B
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,4,C
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,5,B
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,6,B
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,7,D
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,8,C
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,9,C
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,10,C
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,11,D
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,12,C
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,13,A
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,14,B
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,15,A
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,16,D
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,17,C
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,18,C
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,19,C
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,20,B
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,21,C
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,22,D
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,23,B
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,24,A
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,25,B
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,26,A
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,27,B
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,28,D
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,29,B
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,30,C
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,31,AB
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,32,AD
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,33,AB
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,34,BD
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,35,AD
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,36,1-C; 2-B; 3-D; 4-A
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,37,1-B; 2-D; 3-C; 4-A
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,38,1-A; 2-B; 3-D; 4-C
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,39,1-D; 2-C; 3-A; 4-B
t11_b.md,t11,Молекулярная биология и биохимия,Базовый,40,1-B; 2-A; 3-D; 4-C
t11_m.md,t11,Молекулярная биология и биохимия,Средний,1,A
t11_m.md,t11,Молекулярная биология и биохимия,Средний,2,A
t11_m.md,t11,Молекулярная биология и биохимия,Средний,3,D
t11_m.md,t11,Молекулярная биология и биохимия,Средний,4,C
t11_m.md,t11,Молекулярная биология и биохимия,Средний,5,A
t11_m.md,t11,Молекулярная биология и биохимия,Средний,6,B
t11_m.md,t11,Молекулярная биология и биохимия,Средний,7,B
t11_m.md,t11,Молекулярная биология и биохимия,Средний,8,A
t11_m.md,t11,Молекулярная биология и биохимия,Средний,9,C
t11_m.md,t11,Молекулярная биология и биохимия,Средний,10,B
t11_m.md,t11,Молекулярная биология и биохимия,Средний,11,D
t11_m.md,t11,Молекулярная биология и биохимия,Средний,12,D
t11_m.md,t11,Молекулярная биология и биохимия,Средний,13,B
t11_m.md,t11,Молекулярная биология и биохимия,Средний,14,D
t11_m.md,t11,Молекулярная биология и биохимия,Средний,15,B
t11_m.md,t11,Молекулярная биология и биохимия,Средний,16,D
t11_m.md,t11,Молекулярная биология и биохимия,Средний,17,C
t11_m.md,t11,Молекулярная биология и биохимия,Средний,18,C
t11_m.md,t11,Молекулярная биология и биохимия,Средний,19,C
t11_m.md,t11,Молекулярная биология и биохимия,Средний,20,D
t11_m.md,t11,Молекулярная биология и биохимия,Средний,21,A
t11_m.md,t11,Молекулярная биология и биохимия,Средний,22,B
t11_m.md,t11,Молекулярная биология и биохимия,Средний,23,C
t11_m.md,t11,Молекулярная биология и биохимия,Средний,24,C
t11_m.md,t11,Молекулярная биология и биохимия,Средний,25,C
t11_m.md,t11,Молекулярная биология и биохимия,Средний,26,D
t11_m.md,t11,Молекулярная биология и биохимия,Средний,27,C
t11_m.md,t11,Молекулярная биология и биохимия,Средний,28,D
t11_m.md,t11,Молекулярная биология и биохимия,Средний,29,C
t11_m.md,t11,Молекулярная биология и биохимия,Средний,30,D
t11_m.md,t11,Молекулярная биология и биохимия,Средний,31,AD
t11_m.md,t11,Молекулярная биология и биохимия,Средний,32,CD
t11_m.md,t11,Молекулярная биология и биохимия,Средний,33,AC
t11_m.md,t11,Молекулярная биология и биохимия,Средний,34,AC
t11_m.md,t11,Молекулярная биология и биохимия,Средний,35,CD
t11_m.md,t11,Молекулярная биология и биохимия,Средний,36,1-C; 2-B; 3-A; 4-D
t11_m.md,t11,Молекулярная биология и биохимия,Средний,37,1-C; 2-A; 3-B; 4-D
t11_m.md,t11,Молекулярная биология и биохимия,Средний,38,1-D; 2-C; 3-A; 4-B
t11_m.md,t11,Молекулярная биология и биохимия,Средний,39,1-C; 2-D; 3-A; 4-B
t11_m.md,t11,Молекулярная биология и биохимия,Средний,40,1-D; 2-C; 3-A; 4-B
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,1,A
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,2,D
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,3,D
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,4,B
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,5,D
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,6,D
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,7,A
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,8,D
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,9,C
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,10,D
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,11,B
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,12,A
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,13,C
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,14,A
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,15,B
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,16,C
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,17,A
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,18,B
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,19,D
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,20,C
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,21,A
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,22,A
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,23,B
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,24,B
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,25,D
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,26,B
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,27,C
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,28,D
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,29,C
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,30,C
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,31,AC
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,32,AD
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,33,AC
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,34,BC
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,35,CD
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,36,1-D; 2-C; 3-A; 4-B
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,37,1-B; 2-A; 3-C; 4-D
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,38,1-B; 2-D; 3-C; 4-A
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,39,1-B; 2-A; 3-D; 4-C
t11_h.md,t11,Молекулярная биология и биохимия,Высокий,40,1-C; 2-A; 3-B; 4-D
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,1,B
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,2,D
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,3,A
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,4,A
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,5,B
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,6,D
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,7,B
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,8,B
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,9,C
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,10,D
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,11,A
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,12,C
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,13,C
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,14,A
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,15,C
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,16,C
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,17,D
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,18,A
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,19,D
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,20,B
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,21,C
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,22,D
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,23,B
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,24,B
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,25,D
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,26,C
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,27,A
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,28,A
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,29,B
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,30,A
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,31,AC
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,32,BD
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,33,AD
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,34,CD
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,35,AC
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,36,1-B; 2-C; 3-A; 4-D
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,37,1-B; 2-A; 3-D; 4-C
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,38,1-A; 2-B; 3-C; 4-D
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,39,1-D; 2-C; 3-A; 4-B
t12_b.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Базовый,40,1-A; 2-B; 3-C; 4-D
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,1,C
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,2,B
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,3,A
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,4,A
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,5,C
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,6,C
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,7,B
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,8,C
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,9,D
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,10,C
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,11,C
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,12,A
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,13,C
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,14,B
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,15,A
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,16,C
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,17,A
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,18,A
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,19,B
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,20,C
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,21,D
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,22,D
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,23,B
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,24,B
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,25,A
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,26,B
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,27,D
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,28,A
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,29,D
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,30,B
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,31,AC
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,32,BC
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,33,AC
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,34,AD
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,35,AD
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,36,1-A; 2-B; 3-D; 4-C
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,37,1-B; 2-C; 3-A; 4-D
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,38,1-A; 2-D; 3-B; 4-C
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,39,1-B; 2-C; 3-D; 4-A
t12_m.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Средний,40,1-B; 2-A; 3-C; 4-D
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,1,A
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,2,B
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,3,A
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,4,D
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,5,D
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,6,B
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,7,B
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,8,D
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,9,D
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,10,C
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,11,A
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,12,A
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,13,A
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,14,B
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,15,B
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,16,D
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,17,A
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,18,C
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,19,C
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,20,D
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,21,A
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,22,D
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,23,D
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,24,D
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,25,A
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,26,D
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,27,C
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,28,B
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,29,D
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,30,B
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,31,AB
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,32,BC
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,33,AD
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,34,BC
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,35,AD
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,36,1-C; 2-D; 3-B; 4-A
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,37,1-D; 2-B; 3-C; 4-A
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,38,1-D; 2-C; 3-A; 4-B
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,39,1-A; 2-D; 3-B; 4-C
t12_h.md,t12,"Микробиология, биотехнология, биомедицина и биоинформатика",Высокий,40,1-C; 2-A; 3-B; 4-D
